NEName,,SiteCode,SiteName,Vendor,Suffix,SiteCategory,Powertype,Area,Office,SiteSeverity
10848,LTE,3377UP,U_G_3377UP_6OCT-ORAS-3,Huawei,G,Normal,Main Power,Cairo West,October,Silver
10847,LTE,0824UP,U_S_0824UP_6OCT-ORAS-2,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10391,LTE,0886UP,U_G_0886UP_6OCT-SLYMNIA-2,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10400,LTE,0512UP,U_S_0512UP_GEMAN,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10402,LTE,3646UP,U_G_3646UP_6OCT-8TH-DST,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10397,LTE,0234UP,U_W_0234UP_SALMANYAH,Huawei,W,VIP & NODAL,Main Power,Cairo West,October,Golden
10387,LTE,0380UP,U_W_0380UP_KHAWAGA,Huawei,W,VIP & NODAL,Main Power,Cairo West,October,Golden
10390,LTE,0751UP,U_G_0751UP_6OCT-SODIC,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10149,LTE,0987UP,U_S_0987UP_6OCT-HILS-XCH,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10152,LTE,0885UP,U_S_0885UP_6OCT-ZAYED-RSD,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10423,LTE,3426UP,U_G_3426UP_6OCT-MEDOWS,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10403,LTE,3310UP,U_G_3310UP_6OCT-BEVERLY2,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10150,LTE,0387UP,U_S_0387UP_6OCT-BEVERLY,Huawei,S,Normal,Main Power,Cairo West,October,Golden
10405,LTE,0016UP,U_W_0016UP_DES1,Huawei,W,VIP & NODAL,Main Power,Cairo West,October,Golden
10393,LTE,0511UP,U_A_0511UP_ELEVEN-DST,Huawei,A,VIP & NODAL,Main Power,Cairo West,October,Golden
10411,LTE,0900UP,U_S_0900UP_6OCT-ZAYED-13,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10394,LTE,0940UP,U_S_0940UP_6OCT-ZAYED-16,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10422,LTE,0507UP,U_G_0507UP_YASSMIN,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10407,LTE,0211UP,U_G_0211UP_RABWA,Huawei,G,Normal,Main Power,Cairo West,October,Silver
10388,LTE,0509UP,U_S_0509UP_TAWENEAT-ZAYED,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10404,LTE,0760UP,U_S_0760UP_6OCT-ZAYED-ENT,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10421,LTE,0394UP,U_S_0394UP_SHABAB,Huawei,S,Normal,Main Power,Cairo West,October,Golden
10151,LTE,0761UP,U_S_0761UP_6OCT-ZAYED-TE1,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10401,LTE,0899UP,U_S_0899UP_6OCT-ZAYED-1ST,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10406,LTE,0960UP,U_S_0960UP_6OCT-RABWA-2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10146,LTE,3039CA,U_S_3039CA_ARAB-MAADI,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10981,LTE,4039UP,U_S_4039UP_6OCT-IND-ZONE6,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10130,LTE,0437CA,U_Z_0437CA_MAADI-ZAHRAA,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10273,LTE,0825UP,U_V_0825UP_6OCT-ROYAL-CTY,Huawei,V,VIP,Main Power,Cairo West,October,Silver
10398,LTE,3332UP,U_G_3332UP_6OCT-HYPER,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10131,LTE,0471CA,U_S_0471CA_NEW-VICTORIA,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10274,LTE,0882UP,U_S_0882UP_6OCT-DIPLOMAT,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10948,LTE,1513CA,U_S_1513CA_I-NW-MN-CL-CNR,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10395,LTE,0459CA,U_C_0459CA_PALMA-PYRAMIDS,Huawei,C,VIP,Main Power,Cairo West,October,Silver
10365,LTE,1624CA,U_S_1624CA_I-RITZ-CARLTON,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10138,LTE,0133CA,U_N_0133CA_NEW-MAADI,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Silver
10351,LTE,0035CA,U_T_0035CA_MAADI2,Huawei,T,NODAL,Main Power,Cairo West,Maadi,Golden
10610,LTE,0424UP,U_S_0424UP_HADAYAA-AHRAM2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Silver
10849,LTE,0737UP,U_N_0737UP_HADAYA-AHRAM-4,Huawei,N,NODAL,Main Power,Cairo West,October,Golden
10577,LTE,3295UP,U_G_3295UP_CA-FAYOUM-RD,Huawei,G,Normal,Main Power,Cairo West,October,Silver
10416,LTE,0231CA,U_N_0231CA_NEW-MAADI-STH,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Golden
10524,LTE,0738UP,U_N_0738UP_HADAYA-AHRAM-3,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
10520,LTE,3617UP,U_S_3617UP_HADAYA-AHRAM-9,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10795,LTE,4145UP,U_S_4145UP_HADYA-AHRAM-16,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10521,LTE,3305UP,U_S_3305UP_HADAYA-AHRAM-7,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10133,LTE,0535CA,U_S_0535CA_FUDDRUCKERS,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10148,LTE,0796CA,U_Z_0796CA_NEW-MAADI-RES,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10782,LTE,3671UP,U_S_3671UP_HADAYA-AHRM-10,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10522,LTE,0236UP,U_A_0236UP_HADAYAA-AHRAM,Huawei,A,VIP & NODAL,Main Power,Cairo West,Mohandseen,Silver
10142,LTE,0030CA,U_S_0030CA_KAMARSENAI,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10729,LTE,0578CA,U_N_0578CA_REMAYA-EXCH,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
10721,LTE,0491CA,U_S_0491CA_OMARAT-ELRMAYA,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10523,LTE,0889UP,U_S_0889UP_HADAYA-AHRAM-5,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Golden
10730,LTE,0615CA,U_S_0615CA_DAARI,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10243,LTE,0355CA,U_Z_0355CA_WAHA,Huawei,Z,VIP,Main Power,Cairo West,October,Silver
10242,LTE,0772CA,U_A_0772CA_CTY-VIEW,Huawei,A,VIP & NODAL,Main Power,Cairo West,October,Golden
10345,LTE,3317CA,U_C_3317CA_QATR-ELNADA,Huawei,C,VIP,Main Power,Cairo West,October,Silver
10344,LTE,3523CA,U_C_3523CA_PYRAMID-HILLS,Huawei,C,VIP,(1)G,Cairo West,October,Silver
10240,LTE,0468CA,U_N_0468CA_MINA-HOUSE,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Golden
10241,LTE,0042CA,U_F_0042CA_MARYOTYA,Huawei,F,VIP & NODAL,Main Power,Cairo West,Mohandseen,Silver
10357,LTE,0889CA,U_S_0889CA_KORIESH-BLOCKS,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10209,LTE,3033CA,U_S_3033CA_MOKATAM-ST,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10210,LTE,3219CA,U_S_3219CA_MOKATAM-CNT,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10216,LTE,3466CA,U_S_3466CA_MOKATAM-ACADEMY,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10207,LTE,3469CA,U_Z_3469CA_MOKATAM-CORNISH2,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10214,LTE,3284CA,U_S_3284CA_MOUNTAIN-2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10286,LTE,3545CA,U_G_3545CA_UPTOWN-CA,Huawei,G,Normal,Main Power,Cairo West,Maadi,Silver
10205,LTE,0558CA,U_S_0558CA_MOQATTAM-TANK,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10786,LTE,3900CA,U_V_3900CA_26TH-JLY-ALX2,Huawei,V,VIP,Main Power,Cairo West,October,Silver
11033,LTE,0668CA,U_T_0668CA_EBAD-RAHMAN,Huawei,T,NODAL,Main Power,Cairo West,Maadi,Golden
10436,LTE,1762CA,U_S_1762CA_I-NILECITY-SHP,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10741,LTE,0893UP,U_S_0893UP_6OCT-10TH-RSD,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10751,LTE,0912CA,U_L_0912CA_MAADI-BADR,Huawei,L,VIP,Main Power,Cairo West,Maadi,Silver
11132,LTE,3593CA,U_Z_3593CA_MERAG-STH,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10471,LTE,1061UP,U_S_1061UP_6OCT-I-GLRIA40,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10410,LTE,4172UP,U_S_4172UP_6OCT-DUNES,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11133,LTE,3592CA,U_Y_3592CA_MERAG-SHAMS,Huawei,Y,Normal,Main Power,Cairo West,Maadi,Bronze
10806,LTE,0474CA,U_S_0474CA_KHALIG,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
11134,LTE,3591CA,U_Y_3591CA_MERAG-NTH,Huawei,Y,Normal,Main Power,Cairo West,Maadi,Bronze
10409,LTE,4112UP,U_S_4112UP_6OCT-ZAYED-19,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10905,LTE,2618CA,U_S_2618CA_M-MAADI-SHOP,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10135,LTE,0302CA,U_A_0302CA_SEIL,Huawei,A,VIP & NODAL,Main Power,Cairo West,Maadi,Golden
10385,LTE,4074UP,U_S_4074UP_6OCT-GALLERIA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10408,LTE,4026UP,U_S_4026UP_6OCT-ALEGRIA2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10134,LTE,0233CA,U_V_0233CA_MAADI-KHASHAB,Huawei,V,VIP,Main Power,Cairo West,Maadi,Golden
10884,LTE,0577CA,U_S_0577CA_SNAKE,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10765,LTE,3339CA,U_Z_3339CA_PRISON-2,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10808,LTE,0869CA,U_S_0869CA_SNAKE-CTR,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10809,LTE,3164CA,U_S_3164CA_SNAKE-2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10707,LTE,0306CA,U_Z_0306CA_GABAL-TOURAH,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Golden
10763,LTE,3306UP,U_S_3306UP_HADAYA-AHRAM-8,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10145,LTE,0476CA,U_S_0476CA_NRCO,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10136,LTE,3045CA,U_S_3045CA_NASR-CLUB,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10770,LTE,3486UP,U_G_3486UP_6OCT-HILLS2,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10128,LTE,0136CA,U_Z_0136CA_KHABIRI,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10978,LTE,3766CA,U_S_3766CA_6OCT-ARAMEX,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10347,LTE,0034CA,U_S_0034CA_MAADI1,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10139,LTE,0135CA,U_S_0135CA_ABOU-NAFI,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10266,LTE,0585CA,U_S_0585CA_JAFAR,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10415,LTE,0180CA,U_S_0180CA_GUAMAT-SOUDAN,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10143,LTE,0232CA,U_S_0232CA_MAADI-ARABI,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10126,LTE,3111CA,U_S_3111CA_MAADI-GARDENS,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10722,LTE,0508UP,U_L_0508UP_AMN-MARKAZY,Huawei,L,VIP,Main Power,Cairo West,October,Silver
10346,LTE,3009CA,U_Z_3009CA_CORNICH-MAADI,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10259,LTE,0075CA,U_S_0075CA_SOUDAN,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10054,LTE,0140CA,U_Z_0140CA_ASSAR-NABI,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10052,LTE,0209CA,U_Z_0209CA_HASSAN-FAKHRI,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10960,LTE,1073UP,U_S_1073UP_6OCT-I-UNIMEX,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10780,LTE,3657CA,U_S_3657CA_AZIZYAH-2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10793,LTE,4045CA,U_S_4045CA_GAMET-DOWEL3,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10895,LTE,1350CA,U_V_1350CA_HSBC-MAADI,Huawei,V,VIP,Main Power,Cairo West,Maadi,Bronze
10439,LTE,4062CA,U_S_4062CA_GEZIRA-CLB2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10752,LTE,0914CA,U_L_0914CA_MAADI-TABARK,Huawei,L,VIP,Main Power,Cairo West,Maadi,Silver
10850,LTE,4170UP,U_G_4170UP_6OCT-7TH-DST,Huawei,G,Normal,Main Power,Cairo West,October,Bronze
10851,LTE,4135UP,U_S_4135UP_6OCT-BEVERLY3,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11146,LTE,4113UP,U_S_4113UP_6OCT-GRDN-CTY1,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10173,LTE,0357CA,U_Y_0357CA_HARES,Huawei,Y,Normal,Main Power,Cairo West,Mohandseen,Bronze
10886,LTE,4030UP,U_S_4030UP_6OCT-SLYMNIA-3,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11067,LTE,1678CA,U_S_1678CA_I-DIYAR-QATRI1,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
11068,LTE,1679CA,U_S_1679CA_I-DIYAR-QATRI2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
11158,LTE,2002UP,U_S_2002UP_M-6OCT-UNV,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10853,LTE,8521CA,U_V_8521CA_SMART-VILLAGE-MS,Huawei,V,VIP,Main Power,Cairo West,October,Silver
10141,LTE,0597CA,U_S_0597CA_BESRY,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10127,LTE,0234CA,U_S_0234CA_MAADI-KHABIRI2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
11201,LTE,0774CA,U_S_0774CA_FIAT-ABU-RWASH,Huawei,S,Normal,Main Power,Cairo West,October,Golden
11202,LTE,0987CA,U_G_0987CA_ABU-RAWASH-IND,Huawei,G,Normal,Main Power,Cairo West,October,Silver
10899,LTE,1594CA,U_S_1594CA_I-DAR-HANDSA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11192,LTE,3691CA,U_S_3691CA_ABURAWASH-IND2,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10947,LTE,1399CA,U_S_1399CA_I-HUAWAI-SMT,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11189,LTE,1534CA,U_S_1534CA_I-EGX-SM-VLG,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10420,LTE,0620CA,U_V_0620CA_DANDY-MALL,Huawei,V,VIP,Main Power,Cairo West,October,Golden
10227,LTE,0074CA,U_N_0074CA_SORYA,Huawei,N,NODAL,Main Power,Cairo West,Mohandseen,Silver
10276,LTE,3905CA,U_S_3905CA_SMART-VLG7,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10446,LTE,1470CA,U_S_1470CA_I-DANDY-MN-SHP,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10212,LTE,0049CA,U_C_0049CA_MOKATTAM,Huawei,C,VIP,Main Power,Cairo West,Maadi,Golden
10892,LTE,1166CA,U_V_1166CA_I-TRA,Huawei,V,VIP,Main Power,Cairo West,October,Silver
10204,LTE,0204CA,U_A_0204CA_MOQATAM-RD,Huawei,A,VIP & NODAL,Main Power,Cairo West,Maadi,Golden
10206,LTE,0483CA,U_S_0483CA_MOQATTAM-ST9,Huawei,S,Normal,Main Power,Cairo West,Maadi,Silver
10215,LTE,0792CA,U_S_0792CA_MOKTAM-SKODA,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10213,LTE,0790CA,U_S_0790CA_MOQATAM-VIP,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10208,LTE,0725CA,U_Z_0725CA_MOKATAM-CORNSH,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10147,LTE,0797CA,U_S_0797CA_MAADI-PETROLUM,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10211,LTE,0285CA,U_N_0285CA_CASINO,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Golden
10001,LTE,1215CA,U_V_1215CA_I-MOBINIL-SMRT-NB1,Huawei,V,VIP,Main Power,Cairo West,October,Silver
10604,LTE,Lamp Site,U_I__Lamp Site,Huawei,I,VIP,Main Power,Cairo West,October,Silver
10285,LTE,3571CA,U_G_3571CA_MOKATAM-ENT,Huawei,G,Normal,Main Power,Cairo West,Maadi,Silver
10203,LTE,3507CA,U_C_3507CA_MOQATAM-RD-2,Huawei,C,VIP,Main Power,Cairo West,Maadi,Silver
11034,LTE,3757CA,U_V_3757CA_MAADI-DARNA,Huawei,V,VIP,Main Power,Cairo West,Maadi,Silver
10438,LTE,1126CA,U_S_1126CA_I-NILE-CITY-STH-NB2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Silver
10137,LTE,0230CA,U_S_0230CA_NEW-MAADI-NTH,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10275,LTE,3742UP,U_S_3742UP_6OCT-DAMAC,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10458,LTE,1551CA,U_S_1551CA_I-MOHNDSEN-SHP,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10353,LTE,0322CA,U_A_0322CA_NEW-MAADI-EST,Huawei,A,VIP & NODAL,Main Power,Cairo West,Maadi,Golden
10132,LTE,0504CA,U_Z_0504CA_KORAISH,Huawei,Z,VIP,Main Power,Cairo West,Maadi,Silver
10349,LTE,0487CA,U_N_0487CA_NEW-MAADI-WST,Huawei,N,NODAL,Main Power,Cairo West,Maadi,Bronze
10343,LTE,0612CA,U_Z_0612CA_INTRCNT-PYRMDS,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
10399,LTE,0888UP,U_S_0888UP_6OCT-HADAYAA,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10362,LTE,0779CA,U_V_0779CA_TAHRIR-SQR NB1,Huawei,V,VIP,Main Power,Cairo West,Mohandseen,Silver
10066,LTE,0344CA,U_S_0344CA_FORAT,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10435,LTE,1143CA,U_S_1143CA_I-CARFUR-MADI2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10355,LTE,4054CA,U_S_4054CA_ARAB-MAADI3,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10352,LTE,3995CA,U_V_3995CA_MAADI-ENT,Huawei,V,VIP,Main Power,Cairo West,Maadi,Silver
10058,LTE,0847CA,U_Z_0847CA_GIZA-MODEREYYA,Huawei,Z,VIP,Main Power,Cairo West,Mohandseen,Silver
10396,LTE,3615CA,U_L_3615CA_PALMA-PYRMDS-2,Huawei,L,VIP,Main Power,Cairo West,October,Golden
10852,LTE,4074CA,U_S_4074CA_ABURAWASH-IND5,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
10348,LTE,0851CA,U_V_0851CA_MAADI-PS,Huawei,V,VIP,Main Power,Cairo West,Maadi,Silver
10682,LTE,3231CA,U_A_3231CA_SS-KFR-ATATY,Huawei,A,VIP & NODAL,Main Power,Cairo West,Mohandseen,Golden
10881,LTE,1058UP,U_S_1058UP_6OCT-I-MLEGYT,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10882,LTE,1087UP,U_S_1087UP_6OCT-I-MLEGT2,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10513,LTE,2485CA,U_S_2485CA_M-MAADI-PLTFRM,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10785,LTE,3889CA,U_S_3889CA_MERAG-EST,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10974,LTE,0911CA,U_S_0911CA_NEWMAADI-ZHRAA,Huawei,S,Normal,Main Power,Cairo West,Maadi,Golden
10854,LTE,2708CA,U_S_2708CA_M-DOKKI-SHOP,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Silver
10354,LTE,3040CA,U_S_3040CA_MAADI-DEGLA,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10289,LTE,3991CA,U_S_3991CA_MOKATAM-TANK2,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10508,LTE,1005CA,U_S_1005CA_I-MARRIOTT-HTL-NB2,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10911,LTE,0566UP,U_N_0566UP_6OCT-IND,Huawei,N,NODAL,Main Power,Cairo West,October,Golden
10887,LTE,0212UP,U_S_0212UP_SHEIKH-ZAYED,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10939,LTE,1052CA,00855_S_1052CA_I-SOFITEL-TOWR,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
10921,LTE,4256UP,U_S_4256UP_6OCT-MALL-EG1,Huawei,S,Normal,Main Power,Cairo West,October,Silver
10889,LTE,1016UP,U_O_1016UP_I-MERDIAN-PRMD,Huawei,O,OFFAIR,Main Power,Cairo West,Mohandseen,Bronze
11056,LTE,1724CA,U_O_1724CA_I-ITIDA-MAADI,Huawei,O,OFFAIR,Main Power,Cairo West,Maadi,Bronze
10744,LTE,0901UP,U_S_0901UP_6OCT-SYAHIA-4,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11054,LTE,1233CA,U_S_1233CA_I-ZAMALEK-SHOP,Huawei,S,Normal,Main Power,Cairo West,Mohandseen,Bronze
10914,LTE,0734UP,U_S_0734UP_6OCT-IND-ZONE-3,Huawei,S,Normal,Main Power,Cairo West,October,Bronze
11103,LTE,7002CA,U_S_7002CA_UPTOWN-CAIRO-MS,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
11073,LTE,1586CA,U_S_1586CA_I-ORANGE-SV-NW,Huawei,S,Normal,Main Power,Cairo West,October,Silver
11095,LTE,1652CA,U_S_1652CA_I-KHLDAPETROL,Huawei,S,Normal,Main Power,Cairo West,Maadi,Bronze
BOULAK-EXCH,BSC,BSC,BOULAK-EXCH,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
EL_RIMAYA_EX,BSC,BSC,EL_RIMAYA_EX,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
GIZA EXCH,BSC,BSC,GIZA EXCH,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
HADAYEK-HELWAN-HUA,BSC,BSC,HADAYEK-HELWAN-HUA,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
HARAM_HUA,BSC,BSC,HARAM_HUA,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
HELWAN-EXCH,BSC,BSC,HELWAN-EXCH,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
HOSSARY,BSC,BSC,HOSSARY,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
Hossary_RNC,BSC,BSC,Hossary_RNC,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
IMBABAEXCH,BSC,BSC,IMBABAEXCH,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
IMBABA-EXCH02,BSC,BSC,IMBABA-EXCH02,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
MAADI2-EXCH,BSC,BSC,MAADI2-EXCH,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
MAADI-EXCH-HUA,BSC,BSC,MAADI-EXCH-HUA,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
MOHANDSEEN,BSC,BSC,MOHANDSEEN,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
MOKTM-HU,BSC,BSC,MOKTM-HU,Huawei,BSC,BSC,Main Power,Cairo West,BSC,#N/A
